infinitif,temps,personne,forme,exemple_fr,niveau
perdre,passe compose,je,ai perdu,je ai perdu ce verbe (perdre) au passe compose.,A2
perdre,passe compose,tu,as perdu,tu as perdu ce verbe (perdre) au passe compose.,A2
perdre,passe compose,il/elle,a perdu,il/elle a perdu ce verbe (perdre) au passe compose.,A2
perdre,passe compose,nous,avons perdu,nous avons perdu ce verbe (perdre) au passe compose.,A2
perdre,passe compose,vous,avez perdu,vous avez perdu ce verbe (perdre) au passe compose.,A2
perdre,passe compose,ils/elles,ont perdu,ils/elles ont perdu ce verbe (perdre) au passe compose.,A2
repondre,present,je,reponds,je reponds ce verbe (repondre) au present.,A1
repondre,present,tu,reponds,tu reponds ce verbe (repondre) au present.,A1
repondre,present,il/elle,repond,il/elle repond ce verbe (repondre) au present.,A1
repondre,present,nous,repondons,nous repondons ce verbe (repondre) au present.,A1
repondre,present,vous,repondez,vous repondez ce verbe (repondre) au present.,A1
repondre,present,ils/elles,repondent,ils/elles repondent ce verbe (repondre) au present.,A1
repondre,imparfait,je,repondais,je repondais ce verbe (repondre) au imparfait.,A2
repondre,imparfait,tu,repondais,tu repondais ce verbe (repondre) au imparfait.,A2
repondre,imparfait,il/elle,repondait,il/elle repondait ce verbe (repondre) au imparfait.,A2
repondre,imparfait,nous,repondions,nous repondions ce verbe (repondre) au imparfait.,A2
repondre,imparfait,vous,repondiez,vous repondiez ce verbe (repondre) au imparfait.,A2
repondre,imparfait,ils/elles,repondaient,ils/elles repondaient ce verbe (repondre) au imparfait.,A2
repondre,futur simple,je,repondai,je repondai ce verbe (repondre) au futur simple.,A2
repondre,futur simple,tu,repondas,tu repondas ce verbe (repondre) au futur simple.,A2
repondre,futur simple,il/elle,reponda,il/elle reponda ce verbe (repondre) au futur simple.,A2
repondre,futur simple,nous,repondons,nous repondons ce verbe (repondre) au futur simple.,A2
repondre,futur simple,vous,repondez,vous repondez ce verbe (repondre) au futur simple.,A2
repondre,futur simple,ils/elles,repondont,ils/elles repondont ce verbe (repondre) au futur simple.,A2
repondre,conditionnel present,je,repondais,je repondais ce verbe (repondre) au conditionnel present.,B1
repondre,conditionnel present,tu,repondais,tu repondais ce verbe (repondre) au conditionnel present.,B1
repondre,conditionnel present,il/elle,repondait,il/elle repondait ce verbe (repondre) au conditionnel present.,B1
repondre,conditionnel present,nous,repondions,nous repondions ce verbe (repondre) au conditionnel present.,B1
repondre,conditionnel present,vous,repondiez,vous repondiez ce verbe (repondre) au conditionnel present.,B1
repondre,conditionnel present,ils/elles,repondaient,ils/elles repondaient ce verbe (repondre) au conditionnel present.,B1
repondre,subjonctif present,je,reponde,je reponde ce verbe (repondre) au subjonctif present.,B2
repondre,subjonctif present,tu,repondes,tu repondes ce verbe (repondre) au subjonctif present.,B2
repondre,subjonctif present,il/elle,reponde,il/elle reponde ce verbe (repondre) au subjonctif present.,B2
repondre,subjonctif present,nous,repondions,nous repondions ce verbe (repondre) au subjonctif present.,B2
repondre,subjonctif present,vous,repondiez,vous repondiez ce verbe (repondre) au subjonctif present.,B2
repondre,subjonctif present,ils/elles,repondent,ils/elles repondent ce verbe (repondre) au subjonctif present.,B2
repondre,passe compose,je,ai repondu,je ai repondu ce verbe (repondre) au passe compose.,A2
repondre,passe compose,tu,as repondu,tu as repondu ce verbe (repondre) au passe compose.,A2
repondre,passe compose,il/elle,a repondu,il/elle a repondu ce verbe (repondre) au passe compose.,A2
repondre,passe compose,nous,avons repondu,nous avons repondu ce verbe (repondre) au passe compose.,A2
repondre,passe compose,vous,avez repondu,vous avez repondu ce verbe (repondre) au passe compose.,A2
repondre,passe compose,ils/elles,ont repondu,ils/elles ont repondu ce verbe (repondre) au passe compose.,A2
entendre,present,je,entends,je entends ce verbe (entendre) au present.,A1
entendre,present,tu,entends,tu entends ce verbe (entendre) au present.,A1
entendre,present,il/elle,entend,il/elle entend ce verbe (entendre) au present.,A1
entendre,present,nous,entendons,nous entendons ce verbe (entendre) au present.,A1
entendre,present,vous,entendez,vous entendez ce verbe (entendre) au present.,A1
entendre,present,ils/elles,entendent,ils/elles entendent ce verbe (entendre) au present.,A1
entendre,imparfait,je,entendais,je entendais ce verbe (entendre) au imparfait.,A2
entendre,imparfait,tu,entendais,tu entendais ce verbe (entendre) au imparfait.,A2
entendre,imparfait,il/elle,entendait,il/elle entendait ce verbe (entendre) au imparfait.,A2
entendre,imparfait,nous,entendions,nous entendions ce verbe (entendre) au imparfait.,A2
entendre,imparfait,vous,entendiez,vous entendiez ce verbe (entendre) au imparfait.,A2
entendre,imparfait,ils/elles,entendaient,ils/elles entendaient ce verbe (entendre) au imparfait.,A2
entendre,futur simple,je,entendai,je entendai ce verbe (entendre) au futur simple.,A2
entendre,futur simple,tu,entendas,tu entendas ce verbe (entendre) au futur simple.,A2
entendre,futur simple,il/elle,entenda,il/elle entenda ce verbe (entendre) au futur simple.,A2
entendre,futur simple,nous,entendons,nous entendons ce verbe (entendre) au futur simple.,A2
entendre,futur simple,vous,entendez,vous entendez ce verbe (entendre) au futur simple.,A2
entendre,futur simple,ils/elles,entendont,ils/elles entendont ce verbe (entendre) au futur simple.,A2
entendre,conditionnel present,je,entendais,je entendais ce verbe (entendre) au conditionnel present.,B1
entendre,conditionnel present,tu,entendais,tu entendais ce verbe (entendre) au conditionnel present.,B1
entendre,conditionnel present,il/elle,entendait,il/elle entendait ce verbe (entendre) au conditionnel present.,B1
entendre,conditionnel present,nous,entendions,nous entendions ce verbe (entendre) au conditionnel present.,B1
entendre,conditionnel present,vous,entendiez,vous entendiez ce verbe (entendre) au conditionnel present.,B1
entendre,conditionnel present,ils/elles,entendaient,ils/elles entendaient ce verbe (entendre) au conditionnel present.,B1
entendre,subjonctif present,je,entende,je entende ce verbe (entendre) au subjonctif present.,B2
entendre,subjonctif present,tu,entendes,tu entendes ce verbe (entendre) au subjonctif present.,B2
entendre,subjonctif present,il/elle,entende,il/elle entende ce verbe (entendre) au subjonctif present.,B2
entendre,subjonctif present,nous,entendions,nous entendions ce verbe (entendre) au subjonctif present.,B2
entendre,subjonctif present,vous,entendiez,vous entendiez ce verbe (entendre) au subjonctif present.,B2
entendre,subjonctif present,ils/elles,entendent,ils/elles entendent ce verbe (entendre) au subjonctif present.,B2
entendre,passe compose,je,ai entendu,je ai entendu ce verbe (entendre) au passe compose.,A2
entendre,passe compose,tu,as entendu,tu as entendu ce verbe (entendre) au passe compose.,A2
entendre,passe compose,il/elle,a entendu,il/elle a entendu ce verbe (entendre) au passe compose.,A2
entendre,passe compose,nous,avons entendu,nous avons entendu ce verbe (entendre) au passe compose.,A2
entendre,passe compose,vous,avez entendu,vous avez entendu ce verbe (entendre) au passe compose.,A2
entendre,passe compose,ils/elles,ont entendu,ils/elles ont entendu ce verbe (entendre) au passe compose.,A2
descendre,present,je,descends,je descends ce verbe (descendre) au present.,A1
descendre,present,tu,descends,tu descends ce verbe (descendre) au present.,A1
descendre,present,il/elle,descend,il/elle descend ce verbe (descendre) au present.,A1
descendre,present,nous,descendons,nous descendons ce verbe (descendre) au present.,A1
descendre,present,vous,descendez,vous descendez ce verbe (descendre) au present.,A1
descendre,present,ils/elles,descendent,ils/elles descendent ce verbe (descendre) au present.,A1
descendre,imparfait,je,descendais,je descendais ce verbe (descendre) au imparfait.,A2
descendre,imparfait,tu,descendais,tu descendais ce verbe (descendre) au imparfait.,A2
descendre,imparfait,il/elle,descendait,il/elle descendait ce verbe (descendre) au imparfait.,A2
descendre,imparfait,nous,descendions,nous descendions ce verbe (descendre) au imparfait.,A2
descendre,imparfait,vous,descendiez,vous descendiez ce verbe (descendre) au imparfait.,A2
descendre,imparfait,ils/elles,descendaient,ils/elles descendaient ce verbe (descendre) au imparfait.,A2
descendre,futur simple,je,descendai,je descendai ce verbe (descendre) au futur simple.,A2
descendre,futur simple,tu,descendas,tu descendas ce verbe (descendre) au futur simple.,A2
descendre,futur simple,il/elle,descenda,il/elle descenda ce verbe (descendre) au futur simple.,A2
descendre,futur simple,nous,descendons,nous descendons ce verbe (descendre) au futur simple.,A2
descendre,futur simple,vous,descendez,vous descendez ce verbe (descendre) au futur simple.,A2
descendre,futur simple,ils/elles,descendont,ils/elles descendont ce verbe (descendre) au futur simple.,A2
descendre,conditionnel present,je,descendais,je descendais ce verbe (descendre) au conditionnel present.,B1
descendre,conditionnel present,tu,descendais,tu descendais ce verbe (descendre) au conditionnel present.,B1
descendre,conditionnel present,il/elle,descendait,il/elle descendait ce verbe (descendre) au conditionnel present.,B1
descendre,conditionnel present,nous,descendions,nous descendions ce verbe (descendre) au conditionnel present.,B1
descendre,conditionnel present,vous,descendiez,vous descendiez ce verbe (descendre) au conditionnel present.,B1
descendre,conditionnel present,ils/elles,descendaient,ils/elles descendaient ce verbe (descendre) au conditionnel present.,B1
descendre,subjonctif present,je,descende,je descende ce verbe (descendre) au subjonctif present.,B2
descendre,subjonctif present,tu,descendes,tu descendes ce verbe (descendre) au subjonctif present.,B2
descendre,subjonctif present,il/elle,descende,il/elle descende ce verbe (descendre) au subjonctif present.,B2
descendre,subjonctif present,nous,descendions,nous descendions ce verbe (descendre) au subjonctif present.,B2
descendre,subjonctif present,vous,descendiez,vous descendiez ce verbe (descendre) au subjonctif present.,B2
descendre,subjonctif present,ils/elles,descendent,ils/elles descendent ce verbe (descendre) au subjonctif present.,B2
descendre,passe compose,je,ai descendu,je ai descendu ce verbe (descendre) au passe compose.,A2
descendre,passe compose,tu,as descendu,tu as descendu ce verbe (descendre) au passe compose.,A2
descendre,passe compose,il/elle,a descendu,il/elle a descendu ce verbe (descendre) au passe compose.,A2
descendre,passe compose,nous,avons descendu,nous avons descendu ce verbe (descendre) au passe compose.,A2
descendre,passe compose,vous,avez descendu,vous avez descendu ce verbe (descendre) au passe compose.,A2
descendre,passe compose,ils/elles,ont descendu,ils/elles ont descendu ce verbe (descendre) au passe compose.,A2
